gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
KCNK7	3945819	202	45	190764	69552	74844	0	0	0	50	81	22161468	1	1
KCNMB4	148192	547	-7	126588	34944	156240	0	0	0	50	81	26201784	1	1
KCNN1	1328847	217	35	319536	100800	223020	0	1	0	6	8	3170160	1	1
KCNN4	452493	192	-2	250236	81396	347004	0	0	0	10	14	7835604	1	1
KCNQ4	428440	188	32	410424	129360	448308	0	1	1	1	2	649152	1	1
KCNRG	337743	357	44	181524	51576	123984	0	0	0	50	68	26628336	1	1
KCNT1	404991	494	38	750456	214704	997920	0	2	7	2	11	2382828	1	1
KCP	NaN	NaN	NaN	987420	283920	103824	0	0	5	0	5	387744	1	1
KCTD10	434920	420	38	190680	53256	347004	0	0	3	3	15	2619036	1	1
KCTD11	1911735	206	36	129696	46452	202356	0	0	0	32	39	16465344	1	1
KCTD13	NaN	NaN	NaN	192780	61740	153468	0	0	0	50	154	57818460	1	1
KCTD14	556958	209	38	151284	43764	84672	0	2	0	8	22	5042184	1	1
KCTD16	38690	643	-2	254940	70392	164556	0	0	0	50	78	28945140	1	1
KCTD2	1111289	171	31	156996	48132	282744	0	0	0	19	23	8916684	1	1
KCTD20	994811	148	35	257796	66780	431172	0	0	0	16	31	10487148	1	1
KCTD21	551110	208	23	154392	43932	55692	0	0	0	50	57	27828024	1	1
KCTD4	613630	276	60	154308	42252	57960	0	0	0	50	61	25437720	1	1
KCTD5	1803069	200	47	142716	40488	255780	0	0	0	17	14	6905304	1	1
KCTD6	567081	265	35	142800	39144	99036	0	0	0	50	54	30759960	1	1
KCTD9	178615	515	22	241080	64848	602028	0	1	1	50	78	29969940	1	1
KDELC1	195534	475	24	310800	78540	473256	0	0	0	1	0	1134252	1	1
KDELC2	383210	579	11	307776	83832	351288	0	0	0	0	0	435120	1	1
KDELR1	1478750	217	36	128772	36288	127764	0	0	0	50	90	36251460	1	1
KDM1A	715760	153	29	531048	152124	949536	0	0	0	2	0	2467668	1	1
KDM1B	477756	397	1	365736	97188	933912	0	2	2	1	5	1127868	1	1
KDM4D	304973	513	-12	305508	90636	195048	0	0	0	50	52	27568128	1	1
KDM4DL	NaN	NaN	NaN	297696	85596	0	0	0	0	50	154	57688848	1	1
KDM5D	0	0	0	947856	267036	229572	0	0	0	5	1	1151892	1	1
KDSR	201946	278	77	202860	57960	450828	0	1	0	50	78	26726196	1	1
KERA	21995	523	-17	211512	57372	88200	0	0	1	35	50	13070148	1	1
KHDC1	742452	565	13	100296	27468	126252	0	0	1	0	1	153720	1	1
KHDC1L	NaN	NaN	NaN	78708	21336	23436	0	0	0	50	154	57648024	1	1
KHDRBS2	1561	1153	-32	213276	59388	413280	0	4	0	17	28	5180448	1	1
KHDRBS3	16039	1124	-24	211680	58716	686196	0	0	2	2	3	944916	1	1
KIAA0101	766091	263	33	75768	18228	199332	0	0	0	50	69	26324928	1	1
KIAA0141	696239	321	48	308868	93072	580356	0	0	0	1	2	990696	1	1
KIAA0196	489847	520	25	716436	187740	1354248	0	0	0	5	4	3976392	1	1
KIAA0240	1023102	187	38	642348	185220	573300	0	0	0	2	0	1393056	1	1
KIAA0247	600813	299	44	179004	55860	285264	0	0	0	8	21	5392716	1	1
KIAA0284	855494	247	41	901992	291732	212688	0	3	3	10	19	4849404	1	1
KIAA0368	366471	419	28	1229004	347004	1452276	0	0	0	1	0	2237004	1	1
KIAA0391	586870	321	38	353892	93660	678132	0	0	0	2	1	1771056	1	1
KIAA0430	538786	282	29	1052184	292488	1262520	0	0	0	2	0	2195256	1	1
KIAA0495	249153	341	24	115080	38640	39312	0	0	2	0	2	77952	1	1
KIAA0513	517155	273	32	256872	65688	483336	0	0	1	23	38	14370468	1	1
KIAA0649	298554	539	14	695856	219912	41328	0	1	0	50	65	29214612	1	1
KIAA0831	739675	256	39	301476	80808	507528	0	0	3	16	33	9718800	1	1
KIAA0907	1988461	174	32	368676	109872	896112	0	0	0	0	0	1005984	1	1
KIAA0913	1009357	191	42	1079904	339108	791280	0	2	1	10	11	9703680	1	1
KIAA0922	188087	454	39	993048	259644	1517040	0	0	0	0	0	1776684	1	1
KIAA1024	261814	789	13	546756	149520	115416	0	0	0	50	69	26105436	1	1
KIAA1033	237030	387	34	740880	179424	1351224	0	0	0	2	0	2519748	1	1
KIAA1143	433853	426	27	95760	23940	204876	0	0	0	50	55	30233112	1	1
KIAA1147	213663	781	17	275352	77448	189000	0	0	0	12	16	5634972	1	1
KIAA1161	478815	302	38	408240	133308	118440	0	0	0	8	2	3342780	1	1
KIAA1239	NaN	NaN	NaN	1034124	289632	0	0	0	0	50	154	57892884	1	1
KIAA1257	1149132	379	52	253344	63672	241416	0	0	0	30	54	15321012	1	1
KIAA1267	388537	357	21	652344	197400	632520	0	0	0	5	4	3295404	1	1
KIAA1310	889428	234	44	521892	163800	652680	0	0	1	9	10	5767608	1	1
KIAA1407	438696	487	29	582288	142212	946512	0	0	0	5	0	2802156	1	1
KIAA1429	534075	405	36	1103844	303576	1142064	0	0	0	3	1	2429700	1	1
KIAA1430	316425	530	37	321048	85932	109116	0	3	0	0	3	195048	1	1
KIAA1462	184440	520	12	796656	234528	149940	0	0	0	5	1	2438436	1	1
KIAA1468	133045	374	40	742056	206220	1130724	0	0	0	0	0	1336944	1	1
KIAA1524	214268	867	2	559860	145236	778428	0	0	0	3	3	3280620	1	1
KIAA1609	584311	285	14	276192	76356	310716	0	0	0	25	22	16735068	1	1
KIAA1644	218812	280	16	121548	33936	191520	0	0	0	50	45	22976688	1	1
KIAA1671	NaN	NaN	NaN	1052436	324240	30996	0	0	1	50	155	57958488	1	1
KIAA1683	1178047	210	43	776748	260988	122724	0	0	0	2	2	619500	1	1
KIAA1704	685405	245	40	212520	52584	387324	0	0	0	39	54	23737392	1	1
KIAA1712	63527	647	11	268380	66528	360360	0	0	1	5	5	3382092	1	1
KIAA1715	237188	967	11	264348	72072	436464	0	0	1	50	62	25083828	1	1
KIAA1731	NaN	NaN	NaN	1584744	412104	135576	0	0	0	4	6	2748312	1	1
KIAA1737	520205	235	60	234528	70896	186480	0	1	0	50	82	22688988	1	1
KIAA1804	146614	392	5	605640	187404	467712	0	0	0	5	4	1533000	1	1
KIAA1949	2115149	171	41	351288	115920	312480	0	0	0	50	54	27698412	1	1
KIAA2013	519155	207	43	357252	124824	148932	0	0	0	38	45	20043408	1	1
KIAA2022	251853	NaN	7	908040	241836	132552	0	0	0	0	0	374388	1	1
KIF13A	495244	363	1	1109976	299460	1399104	0	1	2	14	26	9347520	1	1
KIF18A	316347	482	-11	555912	139860	605304	0	0	0	0	0	745164	1	1
KIF18B	1037808	191	34	502656	159348	357336	0	1	0	11	6	3952872	1	1
KIF21A	76823	675	-19	1033872	269724	1642788	0	1	2	0	3	1912512	1	1
KIF22	NaN	NaN	NaN	395136	122472	452340	0	0	1	50	155	58178064	1	1
KIF27	464240	285	5	856296	220752	745668	0	0	0	5	3	3921540	1	1
KIF2A	176808	575	33	464604	118776	638820	0	0	2	50	80	35152824	1	1
KIF3A	717412	356	59	436464	108864	776916	0	0	0	7	4	3348408	1	1
KIF5C	87934	682	0	584640	145152	721980	0	0	2	28	31	13880076	1	1
KIF9	816399	242	46	489804	128352	1131480	0	0	0	7	1	6757296	1	1
KIFC1	1441897	236	31	393792	125832	643356	0	0	0	31	14	17819004	1	1
KIFC3	691782	148	29	499800	152124	588924	0	0	0	6	6	4712568	1	1
KILLIN	NaN	NaN	NaN	100968	34356	60732	0	0	0	50	154	57698340	1	1
KIN	199265	447	4	250236	60228	693000	0	0	0	2	2	1749888	1	1
KIR2DL1	NaN	NaN	NaN	211680	59724	535500	0	0	1	50	155	58198476	1	1
KIR2DL3	1155455	625	-10	208320	57792	481320	0	0	0	25	18	13021428	1	1
KIR2DL4	987531	620	-23	229488	63588	166572	0	0	0	31	28	16316916	1	1
KIR2DS4	987531	620	-23	181692	50904	542304	0	0	0	11	4	5477640	1	1
KIR3DL1	987531	620	-23	269304	75684	383040	0	0	0	11	4	5477640	1	1
KIR3DL2	987531	620	-23	273504	79800	342720	0	0	0	31	28	16316916	1	1
KIR3DL3	1155455	625	-10	245700	72576	167832	0	0	0	25	18	13021428	1	1
KIR3DP1	1071493	620	-17	196476	57540	1375668	0	0	0	14	6	9993396	1	1
KIRREL	120128	589	13	450240	136920	534744	0	0	0	13	13	11336388	1	1
KIT	92734	649	0	602196	157080	968688	0	0	0	5	0	2654820	1	1
KITLG	144795	419	-29	174132	42084	460656	0	0	0	8	19	7247856	1	1
KLC2	2133752	236	53	376992	110124	464688	0	0	0	4	3	1421364	1	1
KLF12	32882	755	41	240156	71568	363888	0	1	1	31	51	15547056	1	1
KLF13	204790	324	35	165396	54096	1260	0	0	0	50	67	28736232	1	1
KLF14	241201	399	35	180684	64764	20664	0	2	0	1	4	237216	1	1
KLF16	2226995	214	26	140196	52584	15624	0	0	0	50	100	24041976	1	1
KLF17	865527	167	38	230664	67200	284508	0	0	0	5	4	2056992	1	1
KLF2	785109	258	12	199080	72576	18900	0	1	0	0	1	91476	1	1
KLF3	294258	364	39	208572	58044	323568	0	0	0	15	19	8815128	1	1
KLF7	207002	598	20	180012	52080	270900	0	0	0	1	0	1364832	1	1
KLF8	111210	NaN	1	215712	61488	301644	0	0	0	5	1	1149288	1	1
KLF9	167186	278	1	144228	42000	69804	0	1	0	37	73	16793868	1	1
KLHDC1	627751	342	18	259308	60984	438984	0	0	1	50	62	31905048	1	1
KLHDC2	642923	342	12	256788	63000	556920	0	0	0	5	2	1956192	1	1
KLHDC7B	1075525	207	42	329784	120036	0	0	1	0	3	3	854868	1	1
KLHDC8A	662921	249	41	206304	63084	299124	0	0	0	8	13	5936532	1	1
KLHL1	4513	1341	-27	452256	124068	478044	0	3	1	50	74	21372456	1	1
KLHL15	528219	NaN	41	361956	97440	84672	0	0	0	50	132	43788024	1	1
KLHL17	1911331	239	9	377580	119616	301140	0	1	0	4	9	1351392	1	1
KLHL18	872055	242	49	345408	98364	423360	0	1	0	6	12	4814460	1	1
KLHL22	542099	326	28	375900	110208	922824	0	0	1	1	1	1212372	1	1
KLHL29	NaN	NaN	NaN	476784	147672	151452	0	3	1	0	4	299124	1	1
KLHL3	406828	409	26	362040	96600	816228	0	0	1	7	14	5771304	1	1
KLHL30	428658	356	29	337512	107268	42084	0	0	0	50	75	29764392	1	1
KLHL31	306333	404	20	374388	107688	106344	0	1	0	5	19	4455696	1	1
KLHL32	123818	1288	-2	375816	103740	509292	0	0	0	0	0	613032	1	1
KLHL36	567037	187	33	363048	107436	187740	0	0	0	50	73	29426292	1	1
KLHL38	517269	192	22	345912	97104	158760	0	1	0	50	60	29549268	1	1
KLHL9	232155	466	-14	366996	100212	40824	0	0	0	20	11	7057344	1	1
KLK10	490795	632	22	163212	51996	230832	0	0	0	15	30	8155224	1	1
KLK2	655673	589	25	165144	46788	218736	0	0	1	45	87	24907764	1	1
KLK4	581408	606	29	153216	43596	200592	0	0	0	49	68	21110376	1	1
KLK7	581408	606	29	152460	44604	123984	0	0	1	50	70	21210000	1	1
KLRAQ1	168167	780	24	487620	124992	1019592	0	1	1	24	25	17280144	1	1
KLRC1	382960	334	1	146244	36708	256788	0	0	1	50	69	32360076	1	1
KLRC2	378365	334	0	144900	36036	283248	0	0	0	50	67	32712036	1	1
KLRC3	378365	334	0	170772	42168	185220	0	0	0	50	67	32712036	1	1
KLRD1	406053	331	1	116256	25872	310212	0	0	2	33	53	22273944	1	1
KLRG1	301954	416	11	117936	30240	239400	0	2	0	1	4	652260	1	1
KLRK1	378365	334	0	141204	29904	306180	0	0	0	50	67	32712036	1	1
KMO	171933	382	-17	306096	76692	875196	0	1	0	23	14	10368792	1	1
KNCN	608423	266	25	60228	18900	76356	0	0	0	50	64	23097732	1	1
KNG1	463823	395	37	410340	107268	450828	0	1	1	3	2	2041368	1	1
KPNA2	779255	283	1	319704	91056	610092	0	0	2	2	3	3045000	1	1
KPNA4	444964	408	21	327180	83580	851760	0	1	1	12	19	7954632	1	1
KPNA5	244987	581	14	336672	85680	546840	0	0	0	22	20	12910968	1	1
KRBA1	471461	615	29	597744	196560	323568	0	0	1	2	4	1929060	1	1
KRBA2	772200	257	20	296940	77280	84924	0	0	0	50	53	22896720	1	1
KRCC1	169985	543	5	160272	37296	56952	0	0	0	50	93	30683520	1	1
KREMEN1	794944	335	-4	300132	84672	403452	0	0	0	5	9	2492280	1	1
KREMEN2	1443513	234	49	279048	79044	150444	0	0	1	50	93	20054580	1	1
KRIT1	707455	454	27	458640	114660	741636	0	2	0	0	2	856296	1	1
KRT13	1445853	325	-22	274092	80472	275436	0	0	0	7	10	2537808	1	1
KRT14	1494501	323	11	282828	82320	263592	0	0	0	2	0	1151808	1	1
KRT15	1445853	325	-22	272160	80388	383796	0	0	0	5	7	2265900	1	1
KRT16	1494501	323	11	281484	83916	268884	0	0	0	2	0	1151808	1	1
KRT17	1494501	323	11	258300	76104	376992	0	0	0	2	0	1151808	1	1
KRT18	1635177	181	43	256788	76356	297612	0	0	0	2	3	802368	1	1
KRT19	1445853	325	-22	234948	73248	253512	0	1	0	50	78	19441464	1	1
KRT23	1036346	358	5	258636	68208	418320	0	0	2	13	18	4796484	1	1
KRT26	836683	269	-10	284340	77784	294588	0	0	0	1	0	855120	1	1
KRT3	1444461	422	38	372036	112056	348768	0	0	0	25	25	14862624	1	1
KRT31	1321356	424	-6	249312	72492	274428	0	1	0	50	64	18731832	1	1
KRT33A	1321356	424	-6	242508	70224	260820	0	0	0	8	26	6500004	1	1
KRT34	1321356	424	-6	263172	73752	276444	0	0	0	8	26	6500004	1	1
KRT38	1321356	424	-6	272412	79128	257040	0	0	1	50	64	18731832	1	1
KRT5	1280474	464	36	349860	105000	484092	0	1	1	50	77	27356280	1	1
KRT6A	1194800	389	29	334908	100296	444528	0	0	0	8	5	5192796	1	1
KRT6B	1194800	389	29	335664	100044	450828	0	0	0	8	5	5192796	1	1
KRT6C	1194800	389	29	335580	100128	435960	0	0	0	8	5	5192796	1	1
KRT8	1781225	288	27	291060	82152	370692	0	2	1	4	9	2526552	1	1
KRT80	473704	198	46	280560	79296	398664	0	2	0	11	24	6357204	1	1
KRTAP1-1	977588	404	10	107016	28056	41580	0	0	0	50	57	20610744	1	1
KRTAP1-3	977588	404	10	101052	26460	48132	0	0	1	0	1	74592	1	1
KRTAP1-5	977588	404	10	105840	26964	113400	0	0	0	50	57	20610744	1	1
KRTAP10-1	860604	461	30	165144	49308	45360	0	0	0	50	59	27411720	1	1
KRTAP10-11	874480	461	25	174636	51912	42336	0	0	0	50	76	30668652	1	1
KRTAP10-12	819099	391	35	142632	43848	50904	0	0	0	50	101	30933420	1	1
KRTAP10-2	860604	461	30	150192	43848	56196	0	0	0	50	59	27411720	1	1
KRTAP10-4	860604	461	30	236124	68292	59220	0	0	0	50	59	27411720	1	1
KRTAP10-5	867542	461	28	159012	47628	44604	0	0	0	50	51	27900264	1	1
KRTAP10-6	874480	461	25	214536	62664	36288	0	0	0	50	76	30668652	1	1
KRTAP10-7	874480	461	25	218736	63252	30240	0	0	0	50	76	30668652	1	1
KRTAP10-8	874480	461	25	151704	45864	53172	0	0	0	50	76	30668652	1	1
KRTAP10-9	874480	461	25	171192	50820	61236	0	0	0	50	76	30668652	1	1
KRTAP11-1	31443	1030	-60	93408	31080	72576	0	0	0	50	76	16844520	1	1
KRTAP12-1	819099	391	35	56616	17220	53172	0	2	0	1	2	165144	1	1
KRTAP12-2	874480	461	25	85344	26292	44856	0	0	0	50	76	30668652	1	1
KRTAP12-3	874480	461	25	57540	16800	49140	0	0	0	50	76	30668652	1	1
KRTAP12-4	874480	461	25	65856	20580	16380	0	0	0	50	76	30668652	1	1
KRTAP13-3	4608	1035	-69	102564	28476	33264	0	0	0	50	70	14726460	1	1
KRTAP13-4	14979	1035	-68	93660	27552	40824	0	0	0	50	70	14726460	1	1
KRTAP15-1	14979	1035	-68	81816	23016	35532	0	1	0	19	3	1379868	1	1
KRTAP17-1	1149433	468	-14	63336	17304	52164	0	0	0	50	63	20952960	1	1
KRTAP19-1	14979	1035	-68	52332	15960	29232	0	0	0	50	70	14726460	1	1
KRTAP19-3	14979	1035	-68	47040	14952	76356	0	0	0	50	70	14726460	1	1
KRTAP19-4	14979	1035	-68	49224	14784	33264	0	0	0	50	70	14726460	1	1
KRTAP19-5	14979	1035	-68	42252	12684	26208	0	0	0	50	70	14726460	1	1
KRTAP19-6	22916	1048	-79	34776	10332	57708	0	0	0	50	64	17374560	1	1
KRTAP19-8	200531	972	-45	38976	10416	57960	0	0	0	50	48	16308600	1	1
KRTAP2-1	NaN	NaN	NaN	74508	23520	0	0	0	0	39	120	43803984	1	1
KRTAP2-2	NaN	NaN	NaN	71232	22512	0	0	0	0	35	96	36132852	1	1
KRTAP20-1	22916	1048	-79	33936	8904	94248	0	0	0	50	64	17374560	1	1
KRTAP20-2	28000	1055	-80	38304	11340	24192	0	0	0	49	64	17829840	1	1
KRTAP20-3	NaN	NaN	NaN	27552	6972	0	0	0	0	0	0	6972	1	1
KRTAP21-1	30244	1055	-70	46368	13608	55440	0	0	1	15	3	1068648	1	1
KRTAP21-3	NaN	NaN	NaN	37548	8064	0	0	0	0	0	0	8064	1	1
KRTAP22-1	22916	1048	-79	29820	6972	72828	0	0	0	50	64	17374560	1	1
KRTAP22-2	NaN	NaN	NaN	28560	6720	18396	0	0	0	39	120	43805580	1	1
KRTAP23-1	4608	1035	-69	38388	12012	34524	0	0	0	50	70	14726460	1	1
KRTAP25-1	NaN	NaN	NaN	63420	15456	0	0	0	0	1	0	387156	1	1
KRTAP26-1	6302	1011	-69	121968	37548	37296	0	0	0	50	56	13217232	1	1
KRTAP27-1	4608	1035	-69	124656	33600	33768	0	0	0	50	70	14726460	1	1
KRTAP3-1	977588	404	10	58296	17052	39564	0	0	0	50	57	20610744	1	1
KRTAP3-2	977588	404	10	57708	17640	56196	0	1	0	0	1	73836	1	1
KRTAP3-3	977588	404	10	57288	18060	61992	0	1	0	0	1	80052	1	1
KRTAP4-11	NaN	NaN	NaN	118188	30492	10332	0	0	0	50	154	57644076	1	1
KRTAP4-2	996799	468	-7	82740	21336	69300	0	0	0	50	44	19081692	1	1
KRTAP4-3	996799	468	-7	119280	28896	40068	0	0	0	50	44	19081692	1	1
KRTAP4-4	996799	468	-7	101640	25116	61992	0	0	0	50	44	19081692	1	1
KRTAP4-8	NaN	NaN	NaN	112392	28728	10836	0	0	0	50	154	57642816	1	1
KRTAP4-9	NaN	NaN	NaN	126756	32760	7812	0	0	0	50	154	57643824	1	1
KRTAP5-10	586193	626	50	118944	35028	84168	0	0	0	50	63	21091560	1	1
KRTAP5-11	586193	626	50	94332	24864	86436	0	0	0	50	63	21091560	1	1
KRTAP5-2	NaN	NaN	NaN	104916	30156	84168	0	0	0	50	154	57717576	1	1
KRTAP5-3	NaN	NaN	NaN	141540	39648	69552	0	0	0	50	154	57712452	1	1
KRTAP5-4	NaN	NaN	NaN	133980	39648	76104	0	0	0	50	154	57719004	1	1
KRTAP5-6	NaN	NaN	NaN	77112	21672	76608	0	0	0	50	154	57701532	1	1
KRTAP5-7	586193	626	50	98616	27384	94752	0	0	0	50	63	21091560	1	1
KRTAP5-8	586193	626	50	112224	30408	85428	0	0	0	50	63	21091560	1	1
KRTAP5-9	586193	626	50	101388	27132	76356	0	0	0	50	63	21091560	1	1
KRTAP6-1	22916	1048	-79	41916	13020	101052	0	0	0	50	64	17374560	1	1
KRTAP6-3	22916	1048	-79	65184	19236	18396	0	0	0	50	64	17374560	1	1
KRTAP7-1	NaN	NaN	NaN	52668	14364	0	0	0	0	1	0	386064	1	1
KRTAP8-1	30244	1055	-70	38052	10836	45108	0	0	0	50	68	14944944	1	1
KRTAP9-2	996799	468	-7	105168	27636	53676	0	0	0	50	44	19081692	1	1
KRTAP9-3	996799	468	-7	96684	24780	81396	0	0	0	50	44	19081692	1	1
KRTAP9-4	1149433	468	-14	93576	24108	77112	0	0	0	50	63	20952960	1	1
KRTAP9-8	996799	468	-7	96348	25116	50148	0	0	0	50	44	19081692	1	1
KRTAP9-9	1149433	468	-14	102312	26712	79884	0	0	0	50	63	20952960	1	1
KRTCAP2	1801444	194	32	97608	30660	266868	0	0	0	1	0	339864	1	1
KRTCAP3	1244404	179	39	139860	48888	733824	0	0	2	41	56	24686676	1	1
KRTDAP	827597	367	29	64176	17472	280476	0	1	2	7	13	2035740	1	1
KTELC1	280646	599	33	246540	61152	594468	0	0	2	12	12	5726532	1	1
KTI12	NaN	NaN	NaN	200256	68628	26208	0	0	0	50	154	57698088	1	1
KY	221323	459	13	405132	105924	354564	0	0	2	50	57	28545468	1	1
L3MBTL2	1301913	179	53	441420	116760	650664	0	1	2	37	51	21082992	1	1
LACE1	346225	491	37	298956	77532	553644	0	0	0	10	7	5215644	1	1
LACRT	615189	494	31	85680	24444	321300	0	0	0	18	26	8790768	1	1
LACTB2	240331	562	31	179004	46032	278460	0	0	0	21	30	14185584	1	1
LAIR1	742939	507	-9	175980	50820	528444	0	0	1	50	57	22103928	1	1
LAIR2	819283	601	-4	92232	27468	290556	0	0	1	50	49	30427068	1	1
LALBA	1494035	421	25	90384	21252	190764	0	0	0	12	21	6171564	1	1
LAMP1	815646	237	53	249900	74172	402192	0	0	0	6	4	2730420	1	1
LAMP2	475981	NaN	26	304836	86268	580104	0	1	0	22	32	13843788	1	1
LAPTM4B	609859	175	39	188328	58128	400932	0	1	1	19	19	8707608	1	1
LARP1B	232013	314	13	592788	149856	1045800	0	2	0	33	25	15451128	1	1
LARP4	855863	125	41	445116	118608	821268	0	0	2	16	19	8341284	1	1
LARS	396074	366	11	737772	183288	1444212	0	0	5	0	5	1627500	1	1
LARS2	439463	363	38	553812	149772	1041264	0	0	3	50	70	39916800	1	1
LASP1	1255539	159	41	164976	39144	293832	0	0	0	50	66	30081156	1	1
LASS5	1040456	192	58	242928	63756	565236	0	0	0	10	7	5085696	1	1
LASS6	192358	937	21	237636	62496	625464	0	0	1	7	5	3985296	1	1
LAT2	997452	202	51	156744	39816	506268	0	0	0	19	17	8900052	1	1
LAX1	515575	280	39	249312	67200	262584	0	0	0	12	8	6406848	1	1
LAYN	418517	326	21	228564	60984	361116	0	0	0	50	53	30578352	1	1
LBH	136617	581	18	66108	16044	136836	0	0	0	50	61	24568824	1	1
LBR	660503	319	0	376908	101892	620424	0	0	1	1	4	1273188	1	1
LCE1A	62450	804	15	65268	18396	41076	0	0	0	50	41	23148300	1	1
LCE1B	64902	818	18	69888	20076	65520	0	0	0	50	50	23313276	1	1
LCE1D	64902	818	18	69132	19320	50400	0	0	0	50	50	23313276	1	1
LCE1E	64902	818	18	71316	19656	100548	0	0	0	50	50	23313276	1	1
LCE1F	64902	818	18	69720	19992	36792	0	0	0	50	50	23313276	1	1
LCE2B	169158	818	24	65940	18984	70056	0	0	0	50	75	31443048	1	1
LCE2C	169158	818	24	66276	18648	72324	0	0	0	50	75	31443048	1	1
LCE2D	169158	818	24	66276	18648	60984	0	0	0	50	75	31443048	1	1
LCE3B	285984	752	17	56280	16044	7812	0	0	0	50	73	27314952	1	1
LCE3C	285984	752	17	56868	15960	27972	0	0	0	50	73	27314952	1	1
LCE3D	285984	752	17	55104	16212	70812	0	0	0	50	73	27314952	1	1
LCE3E	285984	752	17	55272	16044	65520	0	0	0	50	73	27314952	1	1
LCE4A	169158	818	24	60396	16212	41832	0	0	0	50	75	31443048	1	1
LCE6A	NaN	NaN	NaN	48888	13356	0	0	0	0	1	0	385056	1	1
LCMT1	273088	418	23	209832	53508	516600	0	0	1	11	16	8341872	1	1
LCMT2	823006	415	50	392532	126840	52668	0	0	0	50	95	33585636	1	1
LCN1	327501	539	37	110208	29904	147168	0	0	0	50	68	29438220	1	1
LCN10	1898901	190	39	121632	35868	177660	0	0	1	50	69	26628336	1	1
LCN12	1979517	188	34	118440	33516	134064	0	1	0	10	12	3935904	1	1
LCN9	362222	524	29	108948	28140	105840	0	0	2	2	3	700392	1	1
LCNL1	1979517	188	34	96432	30324	170100	0	0	0	2	3	601020	1	1
LDB1	1018634	187	38	256872	64680	380772	0	0	0	2	0	1393056	1	1
LDHA	599909	176	42	242424	62244	355320	0	0	2	10	29	6854232	1	1
LDHAL6A	611782	176	31	204456	54348	416052	0	1	0	32	33	19281024	1	1
LDHB	502803	826	-13	205548	54768	383796	0	0	0	15	17	7422240	1	1
LDLRAD1	430138	201	31	126924	34356	229320	0	0	1	50	63	29048880	1	1
LDLRAD3	240340	434	-10	209160	57960	452340	0	1	0	12	13	6988380	1	1
LDLRAP1	562107	424	19	189252	52416	343224	0	0	0	9	9	6748392	1	1
LDOC1L	216551	425	14	133896	47544	63756	0	0	0	50	59	26940564	1	1
LEAP2	686574	200	66	47964	13524	158004	0	0	0	50	63	20999580	1	1
LECT1	288742	469	24	205044	54264	323064	0	0	0	50	83	39072600	1	1
LECT2	489402	443	19	92568	25368	226044	0	0	1	50	51	23024904	1	1
LEFTY2	923085	239	20	211680	68796	168084	0	0	0	50	57	25068960	1	1
LEKR1	364723	522	10	432348	103656	384552	0	1	1	50	45	27682200	1	1
LELP1	822908	602	28	60312	15540	63504	0	0	0	50	91	26473020	1	1
LEMD1	662921	249	41	67536	17892	222012	0	0	0	8	13	5936532	1	1
LENEP	1612870	224	35	36456	11928	159768	0	0	0	50	40	25439484	1	1
LENG1	735613	439	-53	156408	48468	293580	0	0	0	31	60	18295872	1	1
LENG8	807048	535	-7	481152	139524	493668	0	3	3	8	18	4087524	1	1
LEO1	575343	136	34	418488	97356	564480	0	0	1	50	65	28808472	1	1
LEP	925335	373	30	99624	29400	154476	0	0	0	12	19	6442212	1	1
LEPRE1	820426	426	30	449232	126840	766836	0	1	1	50	72	32038944	1	1
LEPREL2	2822601	232	32	431844	139692	454104	0	0	2	17	20	8974980	1	1
LEPROTL1	387693	231	51	124320	37212	270144	0	0	0	2	1	730800	1	1
LETM1	851373	239	44	443856	128688	622188	0	0	0	0	0	750876	1	1
LEUTX	NaN	NaN	NaN	100464	28812	0	0	0	0	50	154	57632064	1	1
LGALS1	1136064	180	65	84000	22848	75852	0	0	0	50	73	23390640	1	1
LGALS12	887496	459	31	202944	60648	413784	0	1	1	43	58	26709060	1	1
LGALS13	1148741	322	25	86940	22428	275436	0	0	0	8	4	2722020	1	1
LGALS2	991778	176	51	82992	21084	142380	0	0	1	50	52	25078200	1	1
LGALS3	801045	143	47	167412	49308	263592	0	0	0	23	23	12551028	1	1
LGALS3BP	632955	177	28	344064	103992	158508	0	1	0	50	62	27271692	1	1
LGALS7	1697047	322	45	82152	25452	0	0	0	0	50	77	22854048	1	1
LGALS7B	1697047	322	45	82152	25452	16128	0	0	0	50	77	22854048	1	1
LGALS9	186737	462	-5	217896	61320	556920	0	0	0	8	9	4443516	1	1
LGALS9B	384584	413	-6	219240	60480	221508	0	0	0	50	67	33826464	1	1
LGALS9C	928601	254	0	220164	60312	294336	0	0	0	38	58	19602996	1	1
LGI2	293829	582	26	331464	88872	351288	0	1	0	50	70	31750152	1	1
LGI4	745516	357	-9	311640	103152	64008	0	2	5	0	7	167160	1	1
LGMN	423482	499	48	271572	69636	678888	0	1	3	15	23	7981764	1	1
LGTN	504002	288	38	357252	99120	766584	0	0	0	7	5	3151596	1	1
LHB	2070141	200	35	83076	27300	185472	0	0	2	11	10	2757552	1	1
LHFP	153723	939	4	118776	35196	144144	0	0	0	4	11	1568196	1	1
LHFPL1	25206	NaN	7	132216	37884	181944	0	0	0	50	72	28988820	1	1
LHFPL2	214373	434	44	134400	39732	182448	0	1	0	4	6	2894220	1	1
